,Survived,Pclass,Age,Fare,Familiy_Size,Sex=male,Embarked=Q,Embarked=S,Title=rareTitle,marital_status=no,marital_status=yes,Deck=B,Deck=C,Deck=D,Deck=E,Deck=F,Deck=G,Deck=T,Deck=unknown
261,1,3,3.0,31.3875,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1
195,1,1,58.0,146.5208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
890,0,3,32.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
744,1,3,31.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
107,1,3,25.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
866,1,2,27.0,13.8583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,0,3,11.0,46.9,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1
658,0,2,23.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
263,0,1,40.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
568,0,3,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100,0,3,28.0,7.8958,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
443,1,2,28.0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
490,0,3,25.0,19.9667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
687,0,3,19.0,10.1708,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
799,0,3,30.0,24.15,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1
640,0,3,20.0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
169,0,3,28.0,56.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
179,0,3,36.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
304,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
341,1,1,24.0,263.0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0
57,0,3,28.5,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
858,1,3,24.0,19.2583,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1
149,0,2,42.0,13.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
124,0,1,54.0,77.2875,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
703,0,3,25.0,7.7417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
50,0,3,7.0,39.6875,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1
353,0,3,25.0,17.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
823,1,3,27.0,12.475,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
142,1,3,24.0,15.85,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
470,0,3,25.0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
399,1,2,28.0,12.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
575,0,3,19.0,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
320,0,3,22.0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
19,1,3,25.0,7.225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
792,0,3,25.0,69.55,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1
707,1,1,42.0,26.2875,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
723,0,2,50.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
407,1,2,3.0,18.75,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
557,0,1,37.0,227.525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,3,18.0,18.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1
175,0,3,18.0,7.8542,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
245,0,1,44.0,90.0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
740,1,1,37.0,30.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
602,0,1,37.0,42.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
768,0,3,25.0,24.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
764,0,3,16.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
154,0,3,25.0,7.3125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
287,0,3,22.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750,1,2,4.0,23.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1
17,1,2,29.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
127,1,3,24.0,7.1417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
322,1,2,30.0,12.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
255,1,3,29.0,15.2458,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
770,0,3,24.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
856,1,1,45.0,164.8667,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1
190,1,2,32.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
115,0,3,21.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
737,1,1,35.0,512.3292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
180,0,3,25.0,69.55,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1
301,1,3,25.0,23.25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
679,1,1,36.0,512.3292,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
638,0,3,41.0,39.6875,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1
649,1,3,23.0,7.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
616,0,3,34.0,14.4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
596,1,2,29.0,33.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
517,0,3,25.0,24.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
875,1,3,15.0,7.225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
807,0,3,18.0,7.775,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
157,0,3,30.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
665,0,2,32.0,73.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
171,0,3,4.0,29.125,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1
16,0,3,2.0,29.125,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1
511,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,3,25.0,21.6792,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
862,1,1,48.0,25.9292,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
749,0,3,31.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
515,0,1,47.0,34.0208,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
617,0,3,26.0,16.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
480,0,3,9.0,46.9,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1
283,1,3,19.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
589,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
225,0,3,22.0,9.35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0,3,25.0,7.225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
848,0,2,28.0,33.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
437,1,2,24.0,18.75,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1
844,0,3,17.0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
364,0,3,25.0,15.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
229,0,3,25.0,25.4667,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1
37,0,3,21.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
857,1,1,51.0,26.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
374,0,3,3.0,21.075,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1
469,1,3,0.75,19.2583,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
859,0,3,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
758,0,3,34.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
651,1,2,18.0,23.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
194,1,1,44.0,27.7208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
760,0,3,25.0,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
868,0,3,25.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
503,0,3,37.0,9.5875,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
861,0,2,21.0,11.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
741,0,1,36.0,78.85,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
579,1,3,32.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
888,0,3,25.0,23.45,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
162,0,3,26.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
630,1,1,80.0,30.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
152,0,3,55.5,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
684,0,2,60.0,39.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
629,0,3,25.0,7.7333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
675,0,3,18.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
111,0,3,14.5,14.4542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
226,1,2,19.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
618,1,2,4.0,39.0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0
103,0,3,33.0,8.6542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
421,0,3,21.0,7.7333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
419,0,3,10.0,24.15,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1
586,0,2,47.0,15.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
119,0,3,2.0,31.275,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,1,2,29.0,26.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
151,1,1,22.0,66.6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
403,0,3,28.0,15.85,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
839,1,1,37.0,29.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
207,1,3,26.0,18.7875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
752,0,3,33.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
717,1,2,27.0,10.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
8,1,3,27.0,11.1333,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1
722,0,2,34.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
36,1,3,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
452,0,1,30.0,27.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
253,0,3,30.0,16.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
303,1,2,29.0,12.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
667,0,3,25.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
571,1,1,53.0,51.4792,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0
636,0,3,32.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
714,0,2,52.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
262,0,1,52.0,79.65,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
610,0,3,39.0,31.275,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1
297,0,1,2.0,151.55,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0
414,1,3,44.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
150,0,2,51.0,12.525,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
705,0,2,39.0,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
789,0,1,46.0,79.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
550,1,1,17.0,110.8833,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
488,0,3,30.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
147,0,3,9.0,34.375,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1
146,1,3,27.0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
836,0,3,21.0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
826,0,3,25.0,56.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
870,0,3,26.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
348,1,3,3.0,15.9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
463,0,2,48.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
325,1,1,36.0,135.6333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
186,1,3,25.0,15.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
123,1,2,32.5,13.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
759,1,1,33.0,86.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
608,1,2,22.0,41.5792,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143,0,3,19.0,6.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
851,0,3,74.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
197,0,3,42.0,8.4042,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
609,1,1,40.0,153.4625,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
279,1,3,35.0,20.25,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1
293,0,3,24.0,8.85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
400,1,3,39.0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
122,0,2,32.5,30.0708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
183,1,2,1.0,39.0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0
202,0,3,34.0,6.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
438,0,1,64.0,263.0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0
246,0,3,25.0,7.775,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
415,0,3,25.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
788,1,3,1.0,20.575,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
129,0,3,45.0,6.975,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
637,0,2,31.0,26.25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
402,0,3,21.0,9.825,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
794,0,3,25.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
689,1,1,15.0,211.3375,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
810,0,3,26.0,7.8875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
219,0,2,30.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
641,1,1,24.0,69.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
812,0,2,35.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
672,0,2,70.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
815,0,1,37.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
624,0,3,21.0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
855,1,3,18.0,9.35,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
680,0,3,25.0,8.1375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
386,0,3,1.0,46.9,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1
863,0,3,25.0,69.55,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1
509,1,3,26.0,56.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
267,1,3,25.0,7.775,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
732,0,2,29.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
441,0,3,20.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
496,1,1,54.0,78.2667,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,0,3,22.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
232,0,2,59.0,13.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
774,1,2,54.0,23.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1
607,1,1,27.0,30.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
671,0,1,31.0,52.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
373,0,1,22.0,135.6333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
872,0,1,33.0,5.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
751,1,3,6.0,12.475,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
233,1,3,5.0,31.3875,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1
806,0,1,39.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
676,0,3,24.5,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
317,0,2,54.0,14.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
648,0,3,25.0,7.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
410,0,3,25.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
798,0,3,30.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
358,1,3,25.0,7.8792,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
258,1,1,35.0,512.3292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
627,1,1,21.0,77.9583,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
632,1,1,32.0,30.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
282,0,3,16.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
376,1,3,22.0,7.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
384,0,3,25.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
224,1,1,38.0,90.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
846,0,3,25.0,69.55,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1
728,0,2,25.0,26.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
472,1,2,33.0,27.75,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1
347,1,3,25.0,16.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
505,0,1,18.0,108.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
639,0,3,25.0,16.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
878,0,3,25.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
824,0,3,2.0,39.6875,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1
803,1,3,0.42,8.5167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
619,0,2,26.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
761,0,3,41.0,7.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
645,1,1,48.0,76.7292,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
754,1,2,48.0,65.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1
556,1,1,48.0,39.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850,0,3,4.0,31.275,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1
577,1,1,39.0,55.9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
85,1,3,33.0,15.85,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1
242,0,2,29.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
698,0,1,49.0,110.8833,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
159,0,3,25.0,69.55,10,1,0,1,1,0,0,0,0,0,0,0,0,0,1
524,0,3,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,0,1,42.0,52.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
540,1,1,36.0,71.0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
170,0,1,61.0,33.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
654,0,3,18.0,6.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
786,1,3,18.0,7.4958,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
755,1,2,0.67,14.5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
838,1,3,32.0,56.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
95,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
563,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
240,0,3,25.0,14.4542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
574,0,3,16.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
690,1,1,31.0,57.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
460,1,1,48.0,26.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
553,1,3,22.0,7.225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
780,1,3,13.0,7.2292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
206,0,3,32.0,15.85,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
392,0,3,28.0,7.925,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
397,0,2,46.0,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
756,0,3,28.0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
217,0,2,42.0,27.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,0,3,35.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
642,0,3,2.0,27.9,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1
797,1,3,31.0,8.6833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
612,1,3,25.0,15.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
738,0,3,25.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
546,1,2,19.0,26.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
725,0,3,20.0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
683,0,3,14.0,46.9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1
98,1,2,34.0,23.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
727,1,3,25.0,7.7375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
573,1,3,25.0,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
406,0,3,51.0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
502,0,3,25.0,7.6292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,1,3,25.0,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
32,1,3,25.0,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
200,0,3,28.0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
134,0,2,25.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
27,0,1,19.0,263.0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0
847,0,3,35.0,7.8958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
230,1,1,35.0,83.475,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
489,1,3,9.0,15.9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
378,0,3,20.0,4.0125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
288,1,2,42.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
418,0,2,30.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
674,0,2,29.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
391,1,3,21.0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
592,0,3,47.0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
498,0,1,25.0,151.55,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0
138,0,3,16.0,9.2167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
62,0,1,45.0,83.475,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
471,0,3,38.0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
647,1,1,56.0,35.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
128,1,3,25.0,22.3583,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
867,0,1,31.0,50.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
520,1,1,30.0,93.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
64,0,1,37.0,27.7208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,3,14.0,7.8542,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
156,1,3,16.0,7.7333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
40,0,3,40.0,9.475,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
492,0,1,55.0,30.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
379,0,3,19.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
187,1,1,45.0,26.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
763,1,1,36.0,120.0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0
216,1,3,27.0,7.925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
52,1,1,49.0,76.7292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
337,1,1,41.0,134.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
748,0,1,19.0,53.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
719,0,3,33.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
724,1,1,27.0,53.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
295,0,1,37.0,27.7208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
701,1,1,35.0,26.2875,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
251,0,3,29.0,10.4625,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
726,1,2,30.0,21.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1
461,0,3,34.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
455,1,3,29.0,7.8958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
887,1,1,19.0,30.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
269,1,1,35.0,135.6333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
201,0,3,25.0,69.55,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1
